Division,Category,Gene Symbol,Gene Name,Synonyms,HGNC_IDs,HGNC_IDs Links,UniProt_IDs,Refseq_IDs,Orthology,Notes
Core matrisome,ECM Glycoproteins,NID2,nidogen 2 (osteonidogen),-,13389,13389,H0YJV3:Q14112,NP_031387.3,Mouse:Nid2|,Basement Membrane 
Core matrisome,ECM Glycoproteins,NOV,nephroblastoma overexpressed gene,CCN3|IGFBP9,7885,7885,P48745,NP_002505.1,Mouse:Nov|,CCN Family
Core matrisome,ECM Glycoproteins,NPNT,nephronectin,EGFL6L|POEM,27405,27405,D6RE63:D6RH31:H0Y8M1:H0YA60:H0YAK9:Q6UXI9,NP_001028219.1:NP_001171619.1:NP_001171620.1:NP_001171621.1:NP_001171622.1,Mouse:Npnt|,
Core matrisome,ECM Glycoproteins,NTN1,netrin 1,NTN1L,8029,8029,H7BZF4:O95631,NP_004813.2:XP_006721658.1,Mouse:Ntn1|,
Core matrisome,ECM Glycoproteins,NTN3,netrin 3,NTN2L,8030,8030,O00634,NP_006172.1,Mouse:Ntn3|,
Core matrisome,ECM Glycoproteins,NTN4,netrin 4,FLJ23180|PRO3091,13658,13658,F8W0I7:Q9HB63,NP_067052.2,Mouse:Ntn4|,
Core matrisome,ECM Glycoproteins,NTN5,netrin 5,-,25208,25208,M0QXZ9:Q8WTR8,NP_665806.1:XP_006723074.1,Mouse:Ntn5|,
Core matrisome,ECM Glycoproteins,NTNG1,netrin G1,KIAA0976|Lmnt1,23319,23319,A6NK56:B4DKF0:F5GYT0:F8WEB5:Q9Y2I2,NP_001106697.1:NP_001106699.1:NP_055732.2:XP_006710519.1,Mouse:Ntng1|,
Core matrisome,ECM Glycoproteins,NTNG2,netrin G2,KIAA0625|KIAA1857|LHLL9381|Lmnt2|MGC21884|NTNG1|bA,14288,14288,A6NMX7:Q5JUJ3:Q96CW9,NP_115925.2,Mouse:Ntng2|,
Core matrisome,ECM Glycoproteins,OIT3,oncoprotein induced transcript 3,FLJ39116|LZP,29953,29953,Q8WWZ8,NP_689848.1,Mouse:Oit3|,
Core matrisome,ECM Glycoproteins,OTOG,otogelin,FLJ46346|OTGN|mlemp,8516,8516,C9IZ84:H9KVB3:Q6ZRI0,NP_001264198.1,Mouse:Otog|,
Core matrisome,ECM Glycoproteins,OTOL1,otolin-1,-,34071,34071,A6NHN0,NP_001073909.1:XP_005247166.1,Mouse:Otol1|,
Core matrisome,ECM Glycoproteins,PAPLN,"papilin, proteoglycan-like sulfated glycoprotein",DKFZp434F053|MGC50452,19262,19262,B5MDP7:G3V5P6:H0YJA1:H0YMM2:O95428,NP_775733.3,Mouse:Papln|,
Core matrisome,ECM Glycoproteins,PCOLCE,procollagen C-endopeptidase enhancer,PCPE|PCPE1,8738,8738,Q15113,NP_002584.2,Mouse:Pcolce|,
Core matrisome,ECM Glycoproteins,PCOLCE2,procollagen C-endopeptidase enhancer 2,PCPE2,8739,8739,C9JYX9:H7C520:H7C5D5:Q9UKZ9,NP_037495.1,Mouse:Pcolce2|,
Core matrisome,ECM Glycoproteins,POMZP3,"POM (POM121 homolog, rat) and ZP3 fusion",MGC8359|POM-ZP3|POM121,9203,9203,C9J370:C9JER0:H7C4D5:Q6PJE2,NP_036362.3:NP_694537.1,,
Core matrisome,ECM Glycoproteins,POSTN,"periostin, osteoblast specific factor",MGC119510|MGC119511|OSF-2|OSF2|PDLPOSTN|PN|RP11-41,16953,16953,B1ALD9:Q15063,NP_001129406.1:NP_001129407.1:NP_001129408.1:NP_001273594.1:NP_001273595.1:NP_001273596.1:NP_006466.2:XP_005266288.1,Mouse:Postn|,
Core matrisome,ECM Glycoproteins,PXDN,peroxidasin homolog (Drosophila),D2S448|D2S448E|KIAA0230|MG50|PRG2|PXN|VPO,14966,14966,C9J4I9:H7C1W1:H7C300:H7C3W2:Q92626,NP_036425.1,Mouse:Pxdn|,
Core matrisome,ECM Glycoproteins,PXDNL,peroxidasin homolog (Drosophila)-like,FLJ25471|VPO2,26359,26359,A1KZ92:H0YAV0:K4DIA6,NP_653252.3,,
Core matrisome,ECM Glycoproteins,RELN,reelin,PRO1598|RL,9957,9957,H7C2B0:J3KQ66:P78509,NP_005036.2:NP_774959.1,Mouse:Reln|,
Core matrisome,ECM Glycoproteins,RSPO1,R-spondin homolog (Xenopus laevis),CRISTIN3|FLJ40906|RSPO,21679,21679,Q2MKA7,NP_001033722.1:NP_001229837.1:NP_001229838.1:NP_001229839.1:XP_006710646.1,Mouse:Rspo1|,
Core matrisome,ECM Glycoproteins,RSPO2,R-spondin 2 homolog (Xenopus laevis),CRISTIN2|MGC35555|MGC43342,28583,28583,E5RGU9:E5RH25:E5RHC3:E5RJA2:E5RJU7:Q6UXX9,NP_001269792.1:NP_848660.3:XP_005250963.1,Mouse:Rspo2|,
Core matrisome,ECM Glycoproteins,RSPO3,R-spondin 3 homolog (Xenopus laevis),CRISTIN1|FLJ14440|PWTSR|THSD2,20866,20866,Q9BXY4,NP_116173.2,Mouse:Rspo3|,
Core matrisome,ECM Glycoproteins,RSPO4,"R-spondin family, member 4",C20orf182|CRISTIN4|FLJ16018,16175,16175,Q2I0M5,NP_001025042.2:NP_001035096.1,Mouse:Rspo4|,
Core matrisome,ECM Glycoproteins,SBSPON,chromosome 8 open reading frame 84,FLJ40021|RPESP|C8orf84,30362,30362,Q8IVN8,NP_694957.3,,
Core matrisome,ECM Glycoproteins,SLIT1,slit homolog 1 (Drosophila),MEGF4|MGC164811|SLIL1|SLIT3|Slit-1,11085,11085,O75093:Q5T0V0:Q5T0V2:Q5T0V3:Q5T0V4,NP_003052.2,Mouse:Slit1|,
Core matrisome,ECM Glycoproteins,SLIT2,slit homolog 2 (Drosophila),FLJ14420|SLIL3|Slit-2,11086,11086,E9PCX4:F5H0U4:H0Y968:H0Y9Z6:O94813:X6R3P0,NP_001276064.1:NP_001276065.1:NP_004778.1,Mouse:Slit2|,
Core matrisome,ECM Glycoproteins,SLIT3,slit homolog 3 (Drosophila),FLJ10764|MEGF5|SLIL2|SLIT1|Slit-3|slit2,11087,11087,O75094,NP_001258875.1:NP_003053.1,Mouse:Slit3|,
Core matrisome,ECM Glycoproteins,SMOC1,SPARC related modular calcium binding 1,-,20318,20318,Q9H4F8,NP_001030024.1:NP_071420.1,Mouse:Smoc1|,
Core matrisome,ECM Glycoproteins,SMOC2,SPARC related modular calcium binding 2,MST117|MSTP117|MSTP140|SMAP2|bA270C4A.1|bA37D8.1|d,20323,20323,H0Y3J4:H0Y5I1:Q9H3U7,NP_001159884.1:NP_071421.1,Mouse:Smoc2|,
Core matrisome,ECM Glycoproteins,SNED1,"sushi, nidogen and EGF-like domains 1",DKFZp586B2420|FLJ00133|SST3|Snep,24696,24696,B5MEF5:H7BYY9:H7C0D4:H7C1R9:Q8TER0,NP_001073906.1:XP_006712468.1:XP_006712469.1,Mouse:Sned1|,
Core matrisome,ECM Glycoproteins,SPARC,"secreted protein, acidic, cysteine-rich (osteonectin)",ON,11219,11219,E5RJA5:E5RK62:F5GY03:F5H4E2:P09486,NP_003109.1,Mouse:Sparc|,
Core matrisome,ECM Glycoproteins,SPARCL1,SPARC-like 1 (hevin),PIG33|SC1,11220,11220,B4E2Z0:C9JJR8:D6RA29:E7EU82:E9PC64:F5H1Y9:F5H331:F5H4Y3:Q14515,NP_001121782.1:NP_004675.3,Mouse:Sparcl1|,
Core matrisome,ECM Glycoproteins,SPON1,"spondin 1, extracellular matrix protein",KIAA0762|MGC10724|f-spondin,11252,11252,Q9HCB6,NP_006099.2,Mouse:Spon1|,
Core matrisome,ECM Glycoproteins,SPON2,"spondin 2, extracellular matrix protein",DIL-1|DIL1|DKFZp686G21139|FLJ16313|FLJ22401|FLJ344,11253,11253,D6RA41:D6RB12:D6RBY3:D6REX2:D6RFY9:D6RIH5:Q9BUD6,NP_001121797.1:NP_001185950.1:NP_036577.1,Mouse:Spon2|,
Core matrisome,ECM Glycoproteins,SPP1,secreted phosphoprotein 1,BNSP|BSPI|ETA-1|MGC110940|OPN,11255,11255,D6R9C5:P10451,NP_000573.1:NP_001035147.1:NP_001035149.1:NP_001238758.1:NP_001238759.1,Mouse:Spp1|,
Core matrisome,ECM Glycoproteins,SRPX,"sushi-repeat-containing protein, X-linked",DRS|ETX1|SRPX1,11309,11309,P78539,NP_001164221.1:NP_001164222.1:NP_001164223.1:NP_006298.1,Mouse:Srpx|,
Core matrisome,ECM Glycoproteins,SRPX2,"sushi-repeat-containing protein, X-linked 2",BPP|CBPS|PMGX|RESDX|SRPUL,30668,30668,O60687,NP_055282.1:XP_005262178.1,Mouse:Srpx2|,
Core matrisome,ECM Glycoproteins,SSPO,SCO-spondin homolog (Bos taurus),FLJ36112|FLJ45737|KIAA2036|SCO-spondin,21998,21998,A2VEC9,NP_940857.2,Mouse:Sspo|,
Core matrisome,ECM Glycoproteins,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",C9orf13|CCP22|FLJ16013|FLJ90719|POLYDOM|SEL-OB|SEL,15985,15985,E9PBN8:Q4LDE5,NP_699197.3,Mouse:Svep1|,
Core matrisome,ECM Glycoproteins,TECTA,tectorin alpha,DFNA12|DFNA8|DFNB21,11720,11720,O75443,NP_005413.2,Mouse:Tecta|,
Core matrisome,ECM Glycoproteins,TECTB,tectorin beta,KIAA1560|MGC142057|MGC142059,11721,11721,Q96PL2,NP_478129.1:XP_005270164.1,Mouse:Tectb|,
Core matrisome,ECM Glycoproteins,TGFBI,"transforming growth factor, beta-induced, 68kDa",BIGH3|CDB1|CDG2|CDGG1|CSD|CSD1|CSD2|CSD3|EBMD|LCD1,11771,11771,D6RBX4:G8JLA8:H0Y8L3:H0Y8M8:H0Y9D7:H0YAB8:H0YAH8:Q15582:S4R3C6,NP_000349.1,Mouse:Tgfbi|,
Core matrisome,ECM Glycoproteins,THBS1,thrombospondin 1,THBS|THBS-1|TSP|TSP-1|TSP1,11785,11785,A8MZG1:P07996,NP_003237.2,Mouse:Thbs1|,
Core matrisome,ECM Glycoproteins,THBS2,thrombospondin 2,TSP2,11786,11786,P35442:Q5RI53,NP_003238.2,Mouse:Thbs2|,
Core matrisome,ECM Glycoproteins,THBS3,thrombospondin 3,MGC119564|MGC119565|TSP3,11787,11787,B4DQH6:F5H4Z8:P49746:Q2HIZ1,NP_001239536.1:NP_001239537.1:NP_009043.1,Mouse:Thbs3|,
Core matrisome,ECM Glycoproteins,THBS4,thrombospondin 4,TSP4,11788,11788,E7ES19:P35443,NP_003239.2,Mouse:Thbs4|,
Core matrisome,ECM Glycoproteins,THSD4,"thrombospondin, type I, domain containing 4",ADAMTSL6|FLJ13710|FVSY9334|PRO34005,25835,25835,Q6ZMP0,NP_001273358.1:NP_079093.2:XP_006720755.1,Mouse:Thsd4|,
Core matrisome,ECM Glycoproteins,TINAG,tubulointerstitial nephritis antigen,TIN-AG,14599,14599,B1AQ11:Q5T466:Q5T471:Q9UJW2,NP_055279.3,Mouse:Tinag|,
Core matrisome,ECM Glycoproteins,TINAGL1,tubulointerstitial nephritis antigen-like 1,ARG1|LCN7|LIECG3|TINAGRP,19168,19168,B4DNS5:E7EUP2:Q9GZM7,NP_001191343.1:NP_001191344.1:NP_071447.1,Mouse:Tinagl1|,
Core matrisome,ECM Glycoproteins,TNC,tenascin C,150-225|GMEM|GP|HXB|JI|MGC167029|TN,5318,5318,E9PC84:F5H5D6:F5H7V9:H0YGZ3:J3QSU6:P24821,NP_002151.2:XP_005252029.1:XP_005252031.1:XP_005252032.1:XP_006717161.1:XP_006717163.1,Mouse:Tnc|,
Core matrisome,ECM Glycoproteins,TNFAIP6,"tumor necrosis factor, alpha-induced protein 6",TSG-6|TSG6,11898,11898,P98066,NP_009046.2,Mouse:Tnfaip6|,
Core matrisome,ECM Glycoproteins,TNN,tenascin N,TN-W,22942,22942,Q9UQP3,NP_071376.1,Mouse:Tnn|,
Core matrisome,ECM Glycoproteins,TNR,"tenascin R (restrictin, janusin)",MGC149328|TN-R,11953,11953,H0Y668:Q92752,NP_003276.3,Mouse:Tnr|,
Core matrisome,ECM Glycoproteins,TNXB,tenascin XB,HXBL|TENX|TNX|TNXB1|TNXB2|TNXBS|XB|XBS,11976,11976,C9J7W4:E7EPZ9:P22105,NP_061978.6:NP_115859.2,Mouse:Tnxb|,
Core matrisome,ECM Glycoproteins,TSKU,tsukushi small leucine rich proteoglycan homolog (Xenopus laevis),E2IG4|LRRC54|TSK,28850,28850,E9PLG7:E9PN12:Q8WUA8,NP_001245139.1:NP_056331.2,Mouse:Tsku|,
Core matrisome,ECM Glycoproteins,TSPEAR,chromosome 21 open reading frame 29,MGC11251|TSPEAR|C21orf29,1268,1268,A8MW19:Q8WU66,NP_001258966.1:NP_659428.2:XP_005261214.1,Mouse:Tspear|,
Core matrisome,ECM Glycoproteins,VIT,vitrin,DKFZp313L1517|MGC149746|MGC70561,12697,12697,B5MD45:C9J6F5:H7C587:Q6UXI7,NP_001171440.1:NP_001171441.1:NP_001171442.1:NP_001171443.1:NP_444506.2,Mouse:Vit|,
Core matrisome,ECM Glycoproteins,VTN,vitronectin,V75|VN|VNT,12724,12724,P04004,NP_000629.3,Mouse:Vtn|,Hemostasis
Core matrisome,ECM Glycoproteins,VWA1,von Willebrand factor A domain containing 1,DKFZp761O051|FLJ22215|WARP,30910,30910,J3QLP3:J3QRR0:Q6PCB0,NP_073745.2:NP_954572.2,Mouse:Vwa1|,
Core matrisome,ECM Glycoproteins,VWA2,von Willebrand factor A domain containing 2,AMACO|CCSP-2|MGC157755|NET42,24709,24709,Q5GFL6,NP_001258975.1,Mouse:Vwa2|,
Core matrisome,ECM Glycoproteins,VWA3A,von Willebrand factor A domain containing 3A,FLJ40941|FLJ46765,27088,27088,A6NCI4:H3BTG8:H3BTX3:H3BUS3:H7BXL8,NP_775886.3,Mouse:Vwa3a|,
Core matrisome,ECM Glycoproteins,VWA3B,von Willebrand factor A domain containing 3B,FLJ32686|MGC26733,28385,28385,B7Z7Q7:F8W737:F8WBX4:F8WD48:F8WD56:H0YCW7:H0YDS6:H0YEM4:H0YF54:Q502W6,NP_659429.4:XP_005263954.1,Mouse:Vwa3b|,
Core matrisome,ECM Glycoproteins,VWA5A,von Willebrand factor A domain containing 5A,BCSC-1|BCSC1|LOH11CR2A,6658,6658,B4DHS6:O00534,NP_001123614.1:NP_055437.2:NP_938057.1,Mouse:AW551984|Mouse:Vwa5a|,
Core matrisome,ECM Glycoproteins,VWA5B1,von Willebrand factor A domain containing 5B1,FLJ32784|FLJ43845,26538,26538,E7EM39:E7EM40:E9PMB3:E9PNX8:E9PP07:E9PQ62:H0YED8:Q5TIE3,NP_001034589.2,Mouse:Vwa5b1|,
Core matrisome,ECM Glycoproteins,VWA5B2,von Willebrand factor A domain containing 5B2,-,25144,25144,E9PF42:Q8N398,NP_612354.1:XP_006713882.1:XP_006713881.1,Mouse:Vwa5b2|,
Core matrisome,ECM Glycoproteins,VWA7,chromosome 6 open reading frame 27,FLJ25524|G7c|NG37|C6orf27,13939,13939,E7EMA3:Q9Y334,NP_079534.2,Mouse:Vwa7|,
Core matrisome,ECM Glycoproteins,VWA9,chromosome 15 open reading frame 44,DKFZp564O1664|C15orf44,25372,25372,B4DJL6:B4DVT3:H3BMK7:H3BN95:H3BNR6:H3BP17:H3BRY6:H3BT02:H3BV25:Q96SY0,NP_001193987.1:NP_001193988.1:XP_006720772.1:XP_006720773.1:XP_006720774.1,Mouse:Vwa9|,
Core matrisome,ECM Glycoproteins,VWCE,von Willebrand factor C and EGF domains,FLJ32009|URG11|VWC1,26487,26487,B4DS56:B4DY31:Q96DN2,NP_689931.2,Mouse:Vwce|,
Core matrisome,ECM Glycoproteins,VWDE,von Willebrand factor D and EGF domains,FLJ14712,21897,21897,E5RG96:J3KQJ9:Q8N2E2,NP_001129396.1,Mouse:Vwde|,
Core matrisome,ECM Glycoproteins,VWF,von Willebrand factor,F8VWF|VWD,12726,12726,I3L4K4:P04275:Q8TCE8,NP_000543.2,Mouse:Vwf|,Hemostasis
Core matrisome,ECM Glycoproteins,WISP1,WNT1 inducible signaling pathway protein 1,CCN4|WISP1c|WISP1i|WISP1tc,12769,12769,E5RG88:O95388,NP_001191798.1:NP_001191799.1:NP_003873.1:NP_543028.1,Mouse:Wisp1|,CCN Family
Core matrisome,ECM Glycoproteins,WISP2,WNT1 inducible signaling pathway protein 2,CCN5|CT58|CTGF-L,12770,12770,O76076:Q6PEG3,NP_003872.1:XP_005260660.1,Mouse:Wisp2|,CCN Family
Core matrisome,ECM Glycoproteins,WISP3,WNT1 inducible signaling pathway protein 3,CCN6|LIBC|MGC125987|MGC125988|MGC125989|PPAC|PPD,12771,12771,F8WC24:G3V0J1:O95389:O95958:Q3T1A9,NP_003871.1:NP_937882.1:XP_005267252.1,Mouse:Wisp3|,CCN Family
Core matrisome,ECM Glycoproteins,ZP1,zona pellucida glycoprotein 1 (sperm receptor),MGC87693,13187,13187,H0YG11:P60852,NP_997224.2,Mouse:Zp1|,
Core matrisome,ECM Glycoproteins,ZP2,zona pellucida glycoprotein 2 (sperm receptor),ZPA,13188,13188,Q05996,NP_001277033.1:NP_003451.1,Mouse:Zp2|,
Core matrisome,ECM Glycoproteins,ZP3,zona pellucida glycoprotein 3 (sperm receptor),ZP3A|ZP3B|ZPC,13189,13189,E9PFI9:H0Y3M4:P21754,NP_001103824.1:NP_009086.4,Mouse:Zp3|,
Core matrisome,ECM Glycoproteins,ZP4,zona pellucida glycoprotein 4,ZBP|ZP1|ZPB,15770,15770,Q12836,NP_067009.1,Mouse:Zp4-ps|,
Core matrisome,ECM Glycoproteins,ZPLD1,zona pellucida-like domain containing 1,-,27022,27022,Q8TCW7,NP_778226.1:XP_005247167.1,Mouse:Zpld1|,
Core matrisome,Collagens,COL10A1,"collagen, type X, alpha 1",-,2185,2185,Q03692:Q5QPC7:Q5QPC8,NP_000484.2:XP_006715395.1:XP_006715396.1,Mouse:Col10a1|,
Core matrisome,Collagens,COL11A1,"collagen, type XI, alpha 1",CO11A1|COLL6|STL2,2186,2186,C9JMN2:H7C381:P12107,NP_001177638.1:NP_001845.3:NP_542196.2:NP_542197.3,Mouse:Col11a1|,
Core matrisome,Collagens,COL11A2,"collagen, type XI, alpha 2",DFNA13|DFNB53|HKE5|PARP|STL3,2187,2187,A2AAS7:H0Y3B3:H0Y3B5:H0Y3M9:H0YHM5:H0YHM9:H0YIS1:P13942:Q4VXY6,NP_001157243.1:NP_542411.2:NP_542412.2:NP_542410.2:NP_542412.2,Mouse:Col11a2|,
Core matrisome,Collagens,COL12A1,"collagen, type XII, alpha 1",BA209D8.1|COL12A1L|DJ234P15.1,2188,2188,D6RGG3:H0Y4P7:H0Y5N9:H0Y991:Q99715,NP_004361.3:NP_542376.2,Mouse:Col12a1|,FACIT
Core matrisome,Collagens,COL13A1,"collagen, type XIII, alpha 1",COLXIIIA1|FLJ42485,2190,2190,E7ES46:E7ES47:E7ES49:E7ES50:E7ES51:E7ES55:E7ES56:E7EX21:E9PEG9:G5E987:H7BYT9:H7BZB6:Q5TAT6,NP_001123575.1:NP_542988.3:NP_542990.3:NP_542991.3:NP_542992.3:NP_542995.3,Mouse:Col13a1|,
Core matrisome,Collagens,COL14A1,"collagen, type XIV, alpha 1",UND,2191,2191,H0YBB2:J3QT75:J3QT83:Q05707:Q4G0W3,NP_066933.1:XP_005251116.1:XP_006716714.1,Mouse:Col14a1|,FACIT
Core matrisome,Collagens,COL15A1,"collagen, type XV, alpha 1",FLJ38566,2192,2192,P39059,NP_001846.3,Mouse:Col15a1|,Basement Membrane
Core matrisome,Collagens,COL16A1,"collagen, type XVI, alpha 1",447AA|FP1572,2193,2193,A6NCT7:A6NDR9:H7BY97:H7BZL8:H7C3F0:Q07092,NP_001847.3,Mouse:Col16a1|,FACIT 
Core matrisome,Collagens,COL17A1,"collagen, type XVII, alpha 1",BA16H23.2|BP180|BPAG2|FLJ60881|KIAA0204|LAD-1,2194,2194,A2A2Y8:H0Y420:Q9UMD9,NP_000485.3,Mouse:Col17a1|,
Core matrisome,Collagens,COL18A1,"collagen, type XVIII, alpha 1",FLJ27325|FLJ34914|KNO|KNO1|MGC74745,2195,2195,H7BXV5:H7C457:P39060,NP_085059.2:NP_569712.2,Mouse:Col18a1|,Basement Membrane
Core matrisome,Collagens,COL19A1,"collagen, type XIX, alpha 1",COL9A1L|D6S228E,2196,2196,Q14993:Q5JVU1,NP_001849.2,Mouse:Col19a1|,FACIT
Core matrisome,Collagens,COL1A1,"collagen, type I, alpha 1",OI4,2197,2197,I3L3H7:P02452,NP_000079.2,Mouse:Col1a1|,
Core matrisome,Collagens,COL1A2,"collagen, type I, alpha 2",OI4,2198,2198,P08123,NP_000080.2,Mouse:Col1a2|,
Core matrisome,Collagens,COL20A1,"collagen, type XX, alpha 1",KIAA1510|bA261N11.4,14670,14670,B7ZBI4:B7ZBI5:Q9P218,NP_065933.2,Mouse:Col20a1|,FACIT
Core matrisome,Collagens,COL21A1,"collagen, type XXI, alpha 1",COLA1L|DKFZp564B052|FLJ39125|FLJ44623|FP633|MGC266,17025,17025,A6PVD9:F5GZK2:H0Y4C9:H0YDH6:Q96P44,NP_110447.2,,FACIT
Core matrisome,Collagens,COL22A1,"collagen, type XXII, alpha 1",-,22989,22989,H0YAX7:Q8NFW1,NP_690848.1:XP_005250867.1:XP_006716576.1,Mouse:Col22a1|,FACIT
Core matrisome,Collagens,COL23A1,"collagen, type XXIII, alpha 1",DKFZp434K0621,22990,22990,Q86Y22,NP_775736.2,Mouse:Col23a1|,
Core matrisome,Collagens,COL24A1,"collagen, type XXIV, alpha 1",MGC142214,20821,20821,E9PNK8:F8WDM8:H0YCZ7:Q17RW2,NP_690850.2,Mouse:Col24a1|,
Core matrisome,Collagens,COL25A1,"collagen, type XXV, alpha 1",CLAC|CLACP,18603,18603,A8MWQ5:D6R8Y2:E9PNV9:H0YAE1:Q9BXS0,NP_001243003.1:NP_115907.2:NP_942014.1,Mouse:Col25a1|,
Core matrisome,Collagens,COL26A1,EMI domain containing 2,COL26A1|EMI6|EMU2|MGC129848|SH2B|hEmu2|EMID2,18038,18038,C9JPW4:Q96A83,NP_001265492.1:NP_597714.2,Mouse:Col26a1|,
Core matrisome,Collagens,COL27A1,"collagen, type XXVII, alpha 1",FLJ11895|KIAA1870|MGC11337,22986,22986,H0YD40:Q5T1U7:Q8IZC6,NP_116277.2,Mouse:Col27a1|,
Core matrisome,Collagens,COL28A1,"collagen, type XXVIII, alpha 1",COL28,22442,22442,H7BZU0:H7C3P2:Q2UY09,NP_001032852.2,Mouse:Col28a1|,
Core matrisome,Collagens,COL2A1,"collagen, type II, alpha 1",ANFH|AOM|COL11A3|MGC131516|SEDC,2200,2200,P02458,NP_001835.3:NP_149162.2,Mouse:Col2a1|,
Core matrisome,Collagens,COL3A1,"collagen, type III, alpha 1",EDS4A|FLJ34534,2201,2201,E7ENY8:H7C435:P02461,NP_000081.1,Mouse:Col3a1|,
Core matrisome,Collagens,COL4A1,"collagen, type IV, alpha 1",arresten,2202,2202,F5H5K0:P02462,NP_001836.2,Mouse:Col4a1|,Basement Membrane
Core matrisome,Collagens,COL4A2,"collagen, type IV, alpha 2",DKFZp686I14213|FLJ22259,2203,2203,A2A352:P08572,NP_001837.2,Mouse:Col4a2|,Basement Membrane
Core matrisome,Collagens,COL4A3,"collagen, type IV, alpha 3 (Goodpasture antigen)",-,2204,2204,H7BXM4:Q01955,NP_000082.2,Mouse:Col4a3|,Basement Membrane
Core matrisome,Collagens,COL4A4,"collagen, type IV, alpha 4",CA44,2206,2206,J3KNM7:P53420,NP_000083.3:XP_005246338.1,Mouse:Col4a4|,Basement Membrane
Core matrisome,Collagens,COL4A5,"collagen, type IV, alpha 5",ASLN|ATS|CA54|MGC167109|MGC42377,2207,2207,H0Y998:H0Y9H0:H0Y9R8:P29400,NP_000486.1:NP_203699.1:XP_006724679.1,Mouse:Col4a5|,Basement Membrane
Core matrisome,Collagens,COL4A6,"collagen, type IV, alpha 6",MGC88184,2208,2208,A8MXH5:B4DZ39:F5H3Q5:F5H851:Q14031,NP_001274688.1:NP_001274689.1:NP_001274689.1:NP_001838.2:NP_378667.1,Mouse:Col4a6|,Basement Membrane
Core matrisome,Collagens,COL5A1,"collagen, type V, alpha 1",-,2209,2209,H7BY82:P20908,NP_000084.3,Mouse:Col5a1|,
Core matrisome,Collagens,COL5A2,"collagen, type V, alpha 2",MGC105115,2210,2210,P05997,NP_000384.2,Mouse:Col5a2|,
Core matrisome,Collagens,COL5A3,"collagen, type V, alpha 3",-,14864,14864,P25940,NP_056534.2,Mouse:Col5a3|,
Core matrisome,Collagens,COL6A1,"collagen, type VI, alpha 1",OPLL,2211,2211,P12109,NP_001839.2,Mouse:Col6a1|,
Core matrisome,Collagens,COL6A2,"collagen, type VI, alpha 2",DKFZp586E1322|FLJ46862|PP3610,2212,2212,C9JH44:H7C0M5:P12110,NP_001840.3:NP_478054.2:NP_478055.2,Mouse:Col6a2|,
Core matrisome,Collagens,COL6A3,"collagen, type VI, alpha 3",DKFZp686D23123|DKFZp686K04147|DKFZp686N0262|FLJ347,2213,2213,C9JNG9:E7ENL6:E9PCV6:I3L392:P12111,NP_004360.2:NP_476505.3:NP_476506.3:NP_476507.3:NP_476508.2:XP_005246122.1,Mouse:Col6a3|,
Core matrisome,Collagens,COL6A5,"collagen, type XXIX, alpha 1",COL29A1|FLJ35880|VWA4,26674,26674,A8TX70:E9PAL5:F8W8G8:H0Y393:H0Y935:H0Y9T2,NP_001265227.1:NP_694996.5,Mouse:Col6a5|,
Core matrisome,Collagens,COL6A6,"collagen, type VI, alpha 6",-,27023,27023,A6NMZ7:F8W6Y7:H0Y940:H0YA33,NP_001096078.1:XP_005247178.1,Mouse:Col6a6|,
Core matrisome,Collagens,COL7A1,"collagen, type VII, alpha 1",EBD1|EBDCT|EBR1,2214,2214,C9JBL3:Q02388,NP_000085.1,Mouse:Col7a1|,
Core matrisome,Collagens,COL8A1,"collagen, type VIII, alpha 1",C3orf7|MGC9568,2215,2215,C9JTN9:P27658,NP_001841.2:NP_065084.2,Mouse:Col8a1|,
Core matrisome,Collagens,COL8A2,"collagen, type VIII, alpha 2",FECD|FECD1|FLJ00201|MGC116970|MGC116972|PPCD|PPCD2,2216,2216,E9PP49:P25067,NP_005193.1:XP_005270535.1:XP_005270536.1,Mouse:Col8a2|,
Core matrisome,Collagens,COL9A1,"collagen, type IX, alpha 1",DJ149L1.1.2|EDM6|FLJ40263|MED,2217,2217,A6NEQ6:P20849,NP_001842.3:NP_511040.2,Mouse:Col9a1|,FACIT
Core matrisome,Collagens,COL9A2,"collagen, type IX, alpha 2",DJ39G22.4|EDM2|MED,2218,2218,B1AKJ1:B1AKJ3:H0Y409:Q14055,NP_001843.1:XP_006710428.1,Mouse:Col9a2|,FACIT
Core matrisome,Collagens,COL9A3,"collagen, type IX, alpha 3",DJ885L7.4.1|EDM3|FLJ90759|IDD|MED,2219,2219,Q14050:Q4VXW1,NP_001844.3,Mouse:Col9a3|,FACIT
Core matrisome,Proteoglycans,ACAN,aggrecan,AGC1|AGCAN|CSPG1|CSPGCP|MSK16|SEDK,319,319,E7ENV9:E7EX88:H0YK70:H0YM81:H0YMF1:P16112:Q6PID9,NP_001126.3:NP_037359.3,Mouse:Acan|,
Core matrisome,Proteoglycans,ASPN,asporin,FLJ20129|OS3|PLAP1|SLRR1C,14872,14872,C9JGC9:Q05CQ6:Q5TBF2:Q9BXN1,NP_001180264.1:NP_060150.4,Mouse:Aspn|,
