Gene ID,Gene name,Adrenal gland,Appendix,Brain,Colon,Duodenum,Endometrium,Esophagus,Fallopian tube,Fat,Gallbladder,Heart,Kidney,Liver,Lung,Lymph node,Ovary,Pancreas,Placenta,Prostate,Rectum,Salivary gland,Small intestine,Smooth muscle,Spleen,Stomach,Testis,Thyroid,Tonsil,Urinary bladder,Tissue enriched,Group enriched,Tissue enhance,Classification
ENSG00000005486,RHBDD2,99,21.99,53.65,15.96,31.58,22.71,17.68,64.26,24.76,41.28,25.85,22.43,18.66,59.06,15.22,23.04,32.78,18.35,40.05,14.02,33.19,30.81,17.16,21.77,36.88,30.86,53.3,10.27,24.31,Adrenal gland,,,Expressed in all
ENSG00000005513,SOX8,0,0,111.39,0,0,0,0,0,1.03,0.00,0,0,0,0,1.39,0,0,0,0,0,2.3,0,0,0,0,1.64,0,1.29,0,Brain,,,Tissue enriched
ENSG00000005700,IBTK,25.84,14.56,9.73,12.57,12.23,13.84,13.11,18.93,8.8,7.61,11.62,18.6,22.85,12.43,10.5,12.73,8.53,10.17,11.54,12.73,12.47,14.43,9.89,9.07,16.66,9.35,18.17,11.12,12.13,Adrenal gland,,,Expressed in all
ENSG00000005801,ZNF195,2.9,4.77,11.31,10.59,5.51,6.8,1.79,7.52,4.28,3.43,2.99,7.51,0,6.46,7.72,1.6,0,3.38,6.67,10.24,4.01,6.06,5.2,7.68,7.43,3.64,9.87,10.56,4.63,Brain,,,Mixed
ENSG00000005810,MYCBP2,10.69,18.14,15.57,11.8,7.63,10.89,13.3,6.78,16.55,12.91,9.57,16.44,10.37,11.48,30.73,20.28,6.28,9.99,14.27,18.27,11.41,6.39,13.11,28.88,8.2,13.4,9.84,33.18,9.53,Tonsil,,,Expressed in all
ENSG00000005812,FBXL3,20.12,17.64,19.25,18.36,17.69,25.69,23.55,22.1,23.98,17.00,13.59,29.81,12.45,24.22,23.26,28.57,9.82,25.12,22.66,23.37,13.57,16.43,23.4,20.6,15.75,32.07,28,22.55,18.48,Testis,,,Expressed in all
ENSG00000005844,ITGAL,4.81,42.49,0,5.8,4.34,2.37,2.09,3.14,5.26,9.07,0,0,8.71,16.43,72.25,1.77,0,3.57,1.3,6.21,0,17.81,1.22,69.57,5.59,0.91,0,43.91,8.44,Lymph node,,Spleen;Lymph node,Tissue enhanced
ENSG00000005882,PDK2,33.4,3.97,22.13,20.74,22.53,13.12,16.74,15.27,24.51,22.54,45.55,55.16,45.16,9.93,10.63,39.19,28.22,12.78,8.72,19.79,15.42,25.63,40.2,13.4,18.82,11.65,16.47,6.76,20.13,Kidney,,,Expressed in all
ENSG00000005884,ITGA3,14.55,5.15,3.52,12.9,23.24,9.35,11.01,24.13,3.05,35.89,6.36,10.52,0,65.79,9.86,11.62,7.4,27.98,9.1,10.72,5.32,23.56,11.89,10.88,22.66,1.75,18.2,3.13,20.95,Lung,,,Mixed
ENSG00000005889,ZFX,6.98,5.68,10.58,3.4,5.75,11.81,7.7,12,14.3,5.57,4.87,10.01,8.16,6.1,15.82,13.77,0,10,18.3,5.59,3.76,4.84,19.7,15.12,6.42,5.59,11.06,5.38,4.76,Smooth muscle,,,Mixed
ENSG00000005893,LAMP2,70.28,48.64,96,56.3,54.02,67.5,70.77,59.3,73.65,109.43,35.15,145.12,191.92,64.09,35.91,53.28,46.44,74.68,127.9,42.93,123.23,63.52,48.8,45.47,72.15,48.63,117.07,40.96,60.08,Liver,,,Expressed in all
ENSG00000005961,ITGA2B,0,0,1.48,0,0,2.77,0,0,0,0.00,0,0,0,0,1.74,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,Endometrium,Placenta;Brain;Lymph node;Endometrium;,,Group enriched
ENSG00000005981,ASB4,25.84,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adrenal gland,,,Tissue enriched
ENSG00000006007,GDE1,24.32,14.34,23.26,49.09,28.29,21.03,24.03,20.74,15.93,21.62,34.69,26.21,22.47,26.29,9.67,10.48,12.91,17.95,27.08,47.87,26.27,28.23,25.57,10.98,22.18,15.09,24.18,14.97,26.88,Colon,,,Expressed in all
ENSG00000006015,C19orf60,2.7,3.95,1.73,0,3.77,0,0,1.26,0,4.35,2.64,0,0,5.3,2.96,3.48,0,3.05,6.3,1.58,9.55,5.64,2.52,5.82,1.29,1.29,0,1.29,1.05,Salivary gland,,,Mixed
ENSG00000006016,CRLF1,1.44,0,10.51,0,0,0,4.38,1.45,2.92,2.79,3.08,0,0,1.59,0,0,0,24.65,0,0,0,0,1.57,0,0,0,0,0,2.38,Placenta,,Brain;Placenta,Tissue enhanced
ENSG00000006025,OSBPL7,1.48,3.19,6.83,7.41,24.85,3.85,1.39,2.95,1.12,6.69,2.08,1.13,0,5.68,5.84,4.16,4.32,1.8,8.74,6.28,6,38.91,4.43,6.8,41.57,0,2.17,2.14,3.53,Stomach,,Small intestine;Stomach,Tissue enhanced
ENSG00000006042,TMEM98,18.59,6.17,28.81,69.12,60.5,79.29,20.47,54.61,15.4,75.08,11.17,20.72,6.62,38.84,2.79,125.94,34.82,21.07,73.05,51.64,26.06,62.36,63.03,11.89,87.63,23.21,30.63,3.71,36.25,Ovary,,,Expressed in all
ENSG00000006047,YBX2,0,0,0,1.94,0,1.9,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,129.28,0,0,0,Testis,,,Tissue enriched
ENSG00000006062,MAP3K14,5.07,10.63,2.08,3.54,6.94,3.17,3.73,4.39,3.71,6.35,4.66,1.31,1.46,4.39,18.73,4.89,5.08,2.87,3.77,4.82,6.61,9.39,4.43,12.17,5.14,4.94,0.92,9.35,8.16,Lymph node,,,Expressed in all
ENSG00000006071,ABCC8,7.79,0,11.13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,19.22,0,3.42,0,0,0,0,0,1.08,0,4.8,0,0,Pancreas,Prostate;Thyroid;Adrenal gland;Brain;Pancreas,,Group enriched
ENSG00000006116,CACNG3,1.37,0,8.42,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brain,,,Tissue enriched
ENSG00000006118,TMEM132A,1.19,4.63,24.64,0,0,9.09,0,0,0,4.86,0,0,0,3.38,0,5.71,0,18.76,3.13,0,13.63,0,1.27,0,0,2.11,0,1.18,1.03,Brain,,Placenta;Brain,Tissue enhanced
ENSG00000006125,AP2B1,36.06,31.42,79.1,69.36,27.49,38.31,21.44,45.44,36.02,32.89,36.74,73.92,21.31,38.09,35.23,44.89,13.47,48.66,30.87,53.08,16.46,27.18,38.88,33.47,38.78,69.02,54.77,37.05,32.9,Brain,,,Expressed in all
ENSG00000006128,TAC1,2.32,4.32,4.38,2.12,7.21,0,0,0,3.83,4.85,0,0,0,0,0,0,0,0,0,4.6,8.78,3.63,1.54,35.7,0,0.97,0,0,0,Spleen,,Spleen;,Tissue enhanced
ENSG00000006194,ZNF263,13.28,14.43,18.39,13.22,13.03,13.95,9.58,22.42,17.39,14.98,3.55,13.35,6.66,14.48,18.55,20.23,7.65,13.5,17.04,15.79,9.91,9.02,18.96,17.08,16.18,17.77,13.7,15.55,14.4,Fallopian tube,,,Expressed in all
ENSG00000006210,CX3CL1,3.35,5.95,34.83,3.94,3.73,8.12,9.11,2.27,20.65,30.44,9.01,13.49,3.44,64.89,8.59,5.5,6.23,7.01,15.23,6.37,30.18,3.68,11.45,1.61,4.26,5.24,9.5,2.56,21.87,Lung,,,Expressed in all
ENSG00000006282,SPATA20,24.16,8.13,4.36,9.59,13.6,21.57,12.67,14.86,10.37,30.19,36.67,11.87,5.98,12.33,8.49,30.76,19.66,10.2,29.41,10.41,16.67,11.98,12.79,18.48,29.58,39.34,23.89,3.4,17.74,Testis,,,Expressed in all
ENSG00000006283,CACNA1G,0,0,0,0,0,2.48,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Endometrium,,,Tissue enriched
ENSG00000006327,TNFRSF12A,12.21,18.59,0,2.13,13.74,11.89,4.92,3.98,51.4,24.82,106.38,3.95,2.36,34.97,1.23,2.23,57.63,35.54,5.23,2.78,12.31,19.09,6.34,2.57,3.09,3.74,7.13,1.46,19.03,Heart,,Heart;,Tissue enhanced
ENSG00000006377,DLX6,0,0,0,0,0,4.43,0,0,0,0.00,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,2.52,0,0,0,Endometrium,Testis;Placenta;Endometrium,,Group enriched
ENSG00000006432,MAP3K9,0,0,2.46,0,1.08,0,4.97,0,0,0.00,0,1,0,1.23,0,0,0,0,0,0,0,0,0,0,1.16,3.68,1.35,2.64,0,Esophagus,,Testis;Esophagus,Tissue enhanced
ENSG00000006451,RALA,27.82,16.24,22.98,28.29,23.46,20.88,40.18,18.72,13.22,16.98,11.46,14.06,11.36,51.36,13.78,16.36,8.39,27.73,13.65,26.19,10.46,20.71,17.54,14.33,26.18,18.51,19.32,28.18,16.08,Lung,,,Expressed in all
ENSG00000006453,BAIAP2L1,6.85,3.3,0,19.36,20.66,2.01,7.88,13.83,1.8,11.47,0,4.49,5.42,9.6,0,0,9.11,9.93,23.54,15.63,9.58,24.08,4.11,0,36.65,8.71,10.84,3.76,4.73,Stomach,,,Mixed
ENSG00000006459,KDM7A,2.72,7.82,3.64,7.86,8.36,11.53,4.9,2.83,7.45,3.99,2.64,3.8,2.03,4.42,9.36,1.68,3.3,7.67,4.36,10.18,2.85,7.95,4.66,6.66,10.09,7.59,2.25,6.53,4.06,Endometrium,,,Expressed in all
ENSG00000006468,ETV1,15.05,0,128.73,0,1.15,2.17,1.03,0,1.69,11.65,24.38,1.17,0,17.9,0,0,0,2.84,1.5,2.95,67.24,0,1.35,9.9,2.03,7.33,18.17,0,2.65,Brain,,Salivary gland;Brain,Tissue enhanced
ENSG00000006530,AGK,12.32,9.26,10.93,14.51,5.48,13.14,10.44,14.67,6.59,7.06,19.23,16.29,8.01,8.66,10.08,8.26,0,8.12,11.65,7.73,8.46,6.08,10.9,9.61,7.26,6.19,8.15,15.08,8.83,Heart,,,Mixed
ENSG00000006534,ALDH3B1,11.59,6.25,1.59,4.61,21.03,2.35,2.95,40.79,5.12,8.23,2.61,8.41,1.77,30.02,2.43,1.41,4.53,10.12,1.34,2.74,4.41,14.59,2.53,8.8,17.28,1.06,0,1.16,9.37,Fallopian tube,,Fallopian tube;,Tissue enhanced
ENSG00000006555,TTC22,0,1.06,0,10.51,9.8,2.06,31.63,3.53,0,2.38,0,3.67,0,2.09,0.94,0,3.02,0,3.31,8.42,5.17,12.28,1.33,0,13.81,0,1.27,5.89,1.13,Esophagus,,Esophagus;,Tissue enhanced
ENSG00000006576,PHTF2,4.49,11.17,4.8,4.62,2.08,8,5.76,2.9,7.22,7.23,7.9,4.31,3.6,5.74,12.29,5.69,0,6.37,3.69,4.82,1.65,2.62,5.59,7.73,2.95,10.13,5.67,12.63,7.57,Tonsil,,,Mixed
ENSG00000006606,CCL26,1.18,0,0,0,0,0,0,0,0,1.34,0,0,0,1.03,1.1,5.01,0,0,0,0,0,0,0,0,0,0,0,0,1.38,Ovary,Lung;Lymph node;Adrenal gland;Gallbladder;Urinary bladder;Ovary;,,Group enriched
ENSG00000006607,FARP2,6.48,8.12,7.59,20.49,15.18,8.75,11.63,7.45,8.43,6.97,2.31,7.85,6.51,4.6,6.8,5.69,2.65,7.25,5.02,15,5.51,12.1,7.74,8.34,20.04,13.17,2.59,10.71,6.67,Colon,,,Expressed in all
ENSG00000006611,USH1C,0,1.58,13.11,43.79,86.29,0,0,1.79,0,28.72,0,39.62,0,0,0,0,0,0,0,34.09,0,80.1,4.66,0,30.91,0,0,0,0,Duodenum,,Small intestine;Duodenum,Tissue enhanced
ENSG00000006625,GGCT,20.97,28.35,19.89,55.96,35.05,26.22,41.21,36.66,48.61,22.93,21.3,25.12,19.5,26.88,17.08,12.17,16.58,29.19,35.36,32.63,24.2,28.59,18.68,12.64,21.95,13.2,34.79,28.91,20.69,Colon,,,Expressed in all
ENSG00000006634,DBF4,0,5.37,0,4.56,2.2,2.5,1.93,1.32,2.7,0.99,0,1.21,0,1.4,5.14,1.77,0,0,1.78,3.91,0,2.81,1.82,2.98,3.02,23.01,1.51,8.43,1.65,Testis,,Testis;,Tissue enhanced
ENSG00000006638,TBXA2R,2.17,0,0,0,0,0,2.34,0,1.02,2.40,0,0,0,1.19,0,0,0,2.01,0,0,0,0,0,3.18,0,0,0,0,0,Spleen,Fat;Lung;Placenta;Adrenal gland;Esophagus;Gallbladder;Spleen,,Group enriched
ENSG00000006652,IFRD1,44.41,30.39,23.49,11.65,30.35,13.57,17.46,10.07,28.57,18.54,25.19,17.84,7.72,16.87,8.15,11.69,122.14,12.39,24,20.88,18.73,25.68,19.81,14.18,18.5,31.18,32.64,8.32,23.48,Pancreas,,,Expressed in all
ENSG00000006659,LGALS14,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,20.87,0,0,0,0,0,0,0,0,0,0,0,Placenta,,,Tissue enriched
ENSG00000006695,COX10,4.09,5.78,4.95,13.63,13.62,8.64,9.62,6.12,5.36,4.47,17.6,9.88,9.99,5.27,6.6,4.26,7.58,7.12,4.6,9.8,6.15,11.2,6.69,2.9,5.22,16.15,6.96,8.31,6.87,Heart,,,Expressed in all
ENSG00000006704,GTF2IRD1,4.27,2.35,5.41,5.37,3.2,3.81,9.17,4.46,1.27,4.08,4.66,8.44,1.74,1.86,0,4.65,7.93,2.55,5.51,5.43,6.06,6.3,11.24,0,5.97,2.98,16.6,1.64,6.43,Thyroid,,,Mixed
ENSG00000006712,PAF1,27.36,21.28,18.63,16.91,16.76,17.78,19.72,27.63,18.15,21.72,22.6,21.99,16.21,22.59,20.47,29.08,13.5,15.78,23.24,21.57,19.62,15.69,21.16,25.09,18.81,35.53,21.45,24.81,22.38,Testis,,,Expressed in all
ENSG00000006715,VPS41,23.77,19.2,44.51,27.95,15.62,25.16,23.31,26.6,20.25,28.66,23.84,37.2,18.83,19.1,23.93,25.2,13.38,17.84,18.13,16.14,9.03,19.05,20.98,20.88,23.92,17.92,31.97,24.1,31.42,Brain,,,Expressed in all
ENSG00000006740,ARHGAP44,2.69,1.47,7.15,15.15,9.22,1.13,0,9.6,0,7.81,2.31,2.01,0,14.52,0,5.78,0,9.92,2.58,13.52,5.15,7.42,4.3,0,2.41,4.92,5.91,1.07,1.04,Colon,,,Mixed
ENSG00000006744,ELAC2,26.16,15.12,12.68,23.78,14.89,14.58,21.65,17.94,15.24,13.46,22.16,23.25,23.28,12.22,16.21,11.93,9.26,13.64,14.19,19.8,11.8,12.48,19.44,16.3,10.84,18.18,14.07,26.65,14.06,Tonsil,,,Expressed in all
ENSG00000006747,SCIN,1.13,0,2.82,30.04,31.79,0,10.25,4.37,0,6.78,0,78.94,0,3.35,0,0,0,18.05,5.52,20.29,0,44.91,3.15,0,34.25,4.71,1.69,4.37,0,Kidney,,Kidney;,Tissue enhanced
ENSG00000006756,ARSD,6.63,2.88,3.19,16.11,20.59,12.8,6.41,31.17,6.39,10.56,4.03,42.08,48.78,15.91,3.19,14.96,18.17,7.36,23.05,12.56,15.71,14.39,9.28,6.27,19.43,4.11,17.64,2.66,4.26,Liver,,,Expressed in all
ENSG00000006757,PNPLA4,23.46,4,1.55,10.04,19.9,12.36,12.97,26.05,6.44,6.53,40.48,29.75,31.33,11.8,6.2,15.43,19.14,5.52,16,8.6,19.36,7.39,10.49,8.21,10.48,9.85,23.94,8.33,7.38,Heart,,,Expressed in all
ENSG00000006831,ADIPOR2,55.78,16.46,59.74,34.29,31.85,17.49,34.98,13.43,44.07,15.36,13.92,24.85,69.79,18.69,13.57,17.39,40.61,17.45,18.55,29.84,13.11,29.81,16.88,11.46,39.2,34.8,23.04,20.86,12.54,Liver,,,Expressed in all
ENSG00000006837,CDKL3,2.53,0,3.54,0,0,1.66,1.42,2.42,0,1.57,4.01,1.04,0,1.42,0,0,0,0,1.09,0,0,0,0,0,0,8.43,1.27,0,1.62,Testis,,Testis;,Tissue enhanced
ENSG00000007001,UPP2,0,0,0,0,0,0,0,0,0,0.00,0,33.78,77.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liver,Kidney;Liver;,,Group enriched
ENSG00000007038,PRSS21,0,0,0,0,0,0,0,3.91,0,2.59,0,0,0,0.96,0,0,0,0,5.12,1.32,0,0,0,2.18,0,27.13,0,0,0,Testis,,,Tissue enriched
ENSG00000007047,MARK4,9.06,3.72,7.44,1.67,3.41,10.63,7.69,4.75,4.71,9.74,5.91,4.47,3.71,4.44,4.1,10.58,7.69,5.37,7.19,3.63,5.69,4.28,8.42,8.98,4.71,26.03,5.63,5.07,10.37,Testis,,,Expressed in all
ENSG00000007062,PROM1,0,1.67,0,36.14,8.45,3.63,4.24,4.36,0,29.31,6.21,23.03,0,0,0,0,8.79,21.28,0,27.93,50.77,12.58,4.89,0,30.33,2.88,1.99,0,3.11,Salivary gland,,Salivary gland;,Tissue enhanced
ENSG00000007080,CCDC124,17.64,22.23,18.33,3.35,18.23,15.62,10.61,13.2,9.63,13.63,28.5,1.69,6.97,21.78,9.04,17.22,23.39,17.25,27.77,3.75,34.79,18.02,8.25,16.13,19.82,15.61,2.77,5.31,13.46,Salivary gland,,,Expressed in all
ENSG00000007129,CEACAM21,0,2.21,0,0,0,6.98,0,0,0,0.00,0,0,0,4.98,5.63,0,0,0,0,0,0,0,0,4.8,0,0,0,5,0,Endometrium,Appendix;Spleen;Lung;Tonsil;Lymph node;Endometrium;,,Group enriched
ENSG00000007168,PAFAH1B1,33.14,28.58,68.14,34.3,28.43,33.85,37.22,26.67,27.88,24.56,32.26,43.08,17.11,32.23,27.64,29.27,16.13,26.32,21.92,36.92,23.09,29.41,37.91,27.69,31.5,43.39,39.69,35.65,27.91,Brain,,,Expressed in all
ENSG00000007171,NOS2,0,14.83,0,2.32,9.83,0,0,0,0,0.00,0,0,0,1.71,0,0,0,0,0,3.8,0,2.87,0,0,0,0,0,0,0,Appendix,Lung;Colon;Small intestine;Rectum;Duodenum;Appendix;,,Group enriched
ENSG00000007174,DNAH9,0,0,0,0,0,1.55,0,45.63,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fallopian tube,,,Tissue enriched
ENSG00000007202,KIAA0100,24.26,22.95,20.92,34.6,16.33,19.33,28.09,29.32,23.33,13.42,11.92,43.93,3.32,25.82,23.95,18.58,11.67,23.63,14.12,25.83,20.74,19.62,28.22,22.76,24.84,21.41,33.15,26.84,20.33,Kidney,,,Expressed in all
ENSG00000007216,SLC13A2,0,0,0,2.34,100.68,0,0,0,0,5.72,0,24.47,0,0,0,0,0,0,0,2.49,29.11,92.85,0,0,0,0,0,0,0,Duodenum,Kidney;Salivary gland;Small intestine;Duodenum;,,Group enriched
ENSG00000007237,GAS7,7.57,21.43,42.33,12.66,3.52,10.75,26.45,20.44,44.7,15.10,8.15,0,0,10.23,7.57,7.07,0,15.81,2.36,9.05,1.86,3.35,11.69,12.11,3.78,21.99,0,6.21,23.14,Fat,,,Mixed
ENSG00000007255,TRAPPC6A,12.26,9.19,5.11,7.12,16.6,15.75,8.79,24.71,8.99,25.54,14.3,5.38,21.33,13.07,16.09,12.88,13,13.42,28.23,4.66,18.95,13.76,5.19,20.3,15.51,8.27,9.51,5.77,12.41,Prostate,,,Expressed in all
ENSG00000007264,MATK,0,2.6,1.76,0,2.91,0,0,1.36,0,3.39,0,0,0,2.66,4.58,0,0,0,1.28,0,0,2.96,0,8.63,0,0,0,0,0,Spleen,,Spleen;,Tissue enhanced
ENSG00000007306,CEACAM7,0,35.75,0,940.73,0,0,79.2,0,0,100.22,0,0,0,0,0,0,0,0,0,633.31,0,0,19.15,0,1.92,0,0,9.18,46.15,Colon,Rectum;Colon;,,Group enriched
ENSG00000007312,CD79B,1.12,72.09,0,5.51,3.9,0,0,0,1.23,7.38,6.24,3.11,1.74,4.57,188.51,0,0,3.03,0,5.98,0,2.48,0.98,108.17,2.55,0,0.89,140.34,15.38,Lymph node,Appendix;Spleen;Tonsil;Lymph node;,,Group enriched
ENSG00000007314,SCN4A,0,0,0,0,0,0,0,0,6.21,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fat,,,Tissue enriched
ENSG00000007341,ST7L,2.21,1.04,0,1.14,1.24,3.35,0,1.88,1.36,2.07,1.98,2.14,2.03,0.96,2.01,2.67,0,1.38,4.65,2.63,0,0,3.58,2.19,1.64,22.48,6.7,0,1.14,Testis,,Testis;,Tissue enhanced
ENSG00000007350,TKTL1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,161.36,0,0,0,Testis,,,Tissue enriched
ENSG00000007372,PAX6,0,0,14.73,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6.26,0,0,0,0,0,0,0,33.29,0,0,0,0,Stomach,Pancreas;Brain;Stomach,,Group enriched
ENSG00000007376,RPUSD1,2.68,4.26,3.18,0,6.13,2.8,1.73,1.51,1.23,4.64,2.63,0,0,4.52,5.57,3.15,4.2,3.42,6.15,0,7.18,4.54,1.07,5.42,4.96,1.32,1.05,0.98,4.05,Salivary gland,,,Mixed
ENSG00000007384,RHBDF1,4.43,5.4,1.46,6.09,3.28,9.95,12.75,6.44,8.06,22.58,19.77,1.54,0,11.17,3.12,16.02,7.79,30.03,22.26,7.29,18.07,1.96,9.87,6.96,7.08,3.58,12.8,2.31,17.73,Placenta,,,Mixed
ENSG00000007392,LUC7L,13.88,17.11,28.66,11.2,17.42,17.99,12.59,16.81,14.99,32.81,14.09,13.07,1.61,17.81,32.7,22.69,7.41,19.51,32.25,26.18,19.91,26.49,34.27,25.65,18.87,28.8,17.5,17.75,20.73,Smooth muscle,,,Expressed in all
ENSG00000007402,CACNA2D2,0,0,1.87,0,0,1.1,0,0,0,0.00,0,0,0,44.71,0,0,0,0,1.93,0,0,0,1.02,0,6.27,6.01,0,0,0,Lung,,,Tissue enriched
ENSG00000007516,BAIAP3,13.95,0,9.57,0,2.84,0,0,31.63,0,0.00,0,0,0,0,1.18,0,3.71,1.73,4.27,0,3.06,3.48,0,1.86,10.7,5.05,0,0,0,Fallopian tube,,Fallopian tube;,Tissue enhanced
ENSG00000007520,TSR3,17.98,18.02,18.85,6.41,21.13,14.03,13.7,11.29,10.12,22.84,35.17,3.63,6.75,20.99,13.31,18.87,25.01,17.3,22.69,6.28,35.6,18.14,7.04,15.38,18.25,13.98,7.02,5.88,15.62,Salivary gland,,,Expressed in all
ENSG00000007541,PIGQ,10.99,4.64,7.22,3.46,3.7,5.3,1.71,10.39,2.87,7.97,2.86,6.58,4.05,8.46,2.79,5.61,6.97,4.03,13.11,2.82,6.95,3.42,6.09,3.99,9.22,5.96,10.12,1.64,4.18,Prostate,,,Expressed in all
ENSG00000007545,CRAMP1,3.31,3.79,6.41,3.27,4.75,3.89,3.66,3.32,5.97,3.30,2.71,2.61,0,4.92,6.19,6.44,3.41,5.08,5.34,4.41,4.09,4.31,6.73,6.36,6.2,17.11,4.19,3.49,3.57,Testis,,,Mixed
ENSG00000007866,TEAD3,2.85,7.94,0,12.22,13.55,29.44,25.35,13.22,11.71,19.89,21.28,6.7,2.23,9.55,1.2,11.27,5.72,22.54,20.45,28.33,7.31,11.97,41.27,5.83,7.94,7.11,4.13,4.53,26.4,Smooth muscle,,,Mixed
ENSG00000007908,SELE,7.04,9.95,0,0,0,0,1.13,0,17.2,15.13,0,0,0,1.56,2.73,0,0,1.11,6.16,8.79,0,0,0,0,0,0,0,2.23,35.59,Urinary bladder,Prostate;Adrenal gland;Rectum;Appendix;Gallbladder;Fat;Urinary bladder,,Group enriched
ENSG00000007923,DNAJC11,17.61,13.06,9.81,24.92,18.91,12.52,12.04,12.18,8.03,9.90,18.52,30.47,15.21,9.62,9.74,12.05,10.31,11.47,10.17,19.09,10.23,16.5,13.87,13.31,11.92,13.72,10.11,11.66,11.66,Kidney,,,Expressed in all
ENSG00000007933,FMO3,6.71,0,0,1,1.87,0,3.25,6,3.93,1.56,2.2,9.7,519.1,5.32,1.3,0,2.7,0,0,0,3.58,1.13,1.16,0,4.55,0,0,5.54,1.42,Liver,,,Tissue enriched
ENSG00000007944,MYLIP,14.9,14.34,10.14,14.74,16.18,38.52,15.42,35.13,20.65,27.73,8.99,27.01,2.75,29.12,29.04,28.51,10.89,57.26,17.54,18.69,33.05,13.7,65.04,18.24,10.18,15.77,35.89,13.81,23.95,Smooth muscle,,,Expressed in all
ENSG00000007952,NOX1,0,0,0,41.47,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,45.09,0,0,2.99,0,0,0,0,0,0,Rectum,Colon;Rectum;,,Group enriched
ENSG00000007968,E2F2,0,2.04,0,7.28,2.82,0,1.73,0,0,0.00,0,0,0,0,2.04,0,0,1.15,0,3.58,0,2.62,0,0,0,1.79,0,5.46,0,Colon,,Tonsil;Colon,Tissue enhanced
ENSG00000008018,PSMB1,103.77,111.3,68.37,157.4,112.77,122.36,105.97,134.67,91.69,103.61,185.08,110.2,190.58,116.68,83.42,76.48,62.81,128.32,93.24,124.87,79.52,103.66,127.05,81.75,83.53,76.18,96.14,169.32,104.96,Liver,,,Expressed in all
ENSG00000008056,SYN1,5.58,1.34,37.07,0,0,0,0,0,0,0.00,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brain,,,Tissue enriched
ENSG00000008083,JARID2,2.45,7.01,7.12,3.96,4.54,5.49,6.87,2.12,11.13,3.51,2.52,2.02,0,3.67,9.39,4.37,0,5.63,3.82,3.9,3.8,5.56,3.7,8.71,6.76,21.04,2.18,7.81,3.66,Testis,,,Mixed
ENSG00000008086,CDKL5,1.44,0,6.97,0,0,5.61,4.47,2.74,2.7,2.41,1.48,9.47,0,3.82,0.98,5.36,0,2.85,4.77,1.32,0,0,1.44,0,6.11,9,3.66,0,1.17,Kidney,,,Mixed
ENSG00000008118,CAMK1G,2.09,0,7.92,0,0,0,0,0,0,0.00,0,6.2,0,0,0,28.84,0,0,4.12,0,0,0,1.03,4.35,0,0,0,0,0,Ovary,Adrenal gland;Prostate;Spleen;Kidney;Brain;Ovary;,,Group enriched
ENSG00000008128,CDK11A,7.17,14.87,3.84,9.9,11.27,9.55,5.58,3.13,4.28,4.95,0,3.63,2.56,4.56,11.98,5.4,2.84,5.5,8.29,10.9,3.67,20.55,11.02,13.03,8.39,12.77,6.39,7.38,6.4,Small intestine,,,Mixed
ENSG00000008130,NADK,37.28,27.84,5.96,18.84,25.44,17.54,12.18,11.91,40.44,19.46,13.27,5.48,19.69,20.52,31.65,14.39,12.25,20.52,20.44,13.39,26.83,22.02,12.38,37.25,35.02,20.71,11.15,12.87,23.06,Fat,,,Expressed in all
ENSG00000008196,TFAP2B,3.36,0,0,0,0,0,0,0,0,0.00,0,3.63,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,0,Kidney,Salivary gland;Adrenal gland;Kidney,,Group enriched
ENSG00000008226,DLEC1,0,0,0,0,0,0,0,25.66,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32,0,0,0,Fallopian tube,Testis;Fallopian tube;,,Group enriched
ENSG00000008256,CYTH3,8.84,4.58,9.06,4.88,12.94,11.34,14.19,6.6,16.21,12.31,11.87,6.44,0,13.34,5.24,10.25,3.95,29.36,5.77,7.07,5.85,14.23,12,8.13,7.97,15.78,7.8,2.37,9.32,Placenta,,,Mixed
